ID,NU_NOTA_LC
117,542.5100784990253
118,615.1437968459279
119,555.3326891764372
120,531.133829032195
121,481.0868923536468
122,508.6180027921749
123,633.5046632271515
124,509.9511898382538
125,565.3820818057225
126,499.9552305893366
127,500.3556395335698
128,532.5643395889191
129,538.1041581952913
130,523.2249002559631
131,462.2547886259751
132,565.7831111165524
133,473.7318301373673
134,515.7935435158998
135,570.062986977631
136,578.419434800405
137,519.4683673412814
138,464.4747337804128
139,478.9877910471371
140,506.66166828601706
141,486.99796166595866
142,506.8175686908783
143,526.7056423248188
144,531.3732439037101
145,597.4209481441987
146,689.0945554789768
147,569.5093810955301
148,499.1457530943492
149,572.5062825939974
150,607.7692955683459
151,489.3517224773543
152,590.7414723444738
153,524.7904415421348
154,530.0826051236002
155,560.4308175164927
156,476.2030017372591
157,483.83556849485484
158,474.07075704171535
159,621.9870903330996
160,639.1303688987982
161,657.5224702149255
162,608.1356996317094
163,429.4496840074504
164,444.66938208903593
165,519.1872340489899
166,545.0930740603109
167,549.341027566766
168,563.6093477712991
169,594.4800488090606
170,597.8898043411938
171,398.5357761419754
172,577.1595601158455
173,473.3067593534154
174,566.6206470649479
175,490.94329814842337
176,572.185955226174
177,518.8644249903414
178,533.5699651893148
179,553.59862577534
180,496.7395955144145
181,510.737946284769
182,520.803285334988
183,514.7523178670892
184,513.686692187694
185,614.3423583348315
186,506.22387872423997
187,615.4310510917844
188,494.98180503554863
189,494.6451962018018
190,528.1837968806096
191,482.08248461041336
192,527.783722956708
193,595.4346861293266
194,572.6587299178278
195,541.6170442981895
196,472.6231803029499
197,574.2690572507977
198,535.0823015189919
199,555.590825614095
200,468.5106356716723
201,607.9469291578762
202,553.775970480762
203,442.56960129789013
204,540.6546748412322
205,442.6627576492692
206,545.7043721253664
207,451.93862209551196
208,577.7005301588357
209,616.0313168812147
210,496.07335424867625
211,534.1632603069171
212,533.1747188534956
213,495.0280176615779
214,537.0026508002323
215,609.9889329300815
216,559.5247956014615
217,498.35661954196837
218,537.7995820032414
219,524.7174320549185
220,522.8260756001619
221,487.32807349663926
222,527.4945814140946
223,522.395740728295
224,499.1518872418242
225,549.1992230473707
226,574.7535779380594
227,601.8570912130201
228,616.9664759504075
229,545.3662751119831
230,462.42533409323926
231,560.2176239218638
232,460.17201879036776
233,543.4977046911997
234,576.3430527693704
235,513.8629819145034
236,528.715304578519
237,466.80987642342234
238,489.25434198556025
239,526.09476846913
240,576.2040950517895
241,642.3636183740342
242,515.951419571884
243,496.2277259827533
244,652.9736466420736
245,537.5671862696146
246,573.0028524358427
247,489.38140802475397
248,428.8382230258734
249,557.132647624448
250,575.9110066809462
251,543.7148579861
252,433.71262369791305
253,544.9285163743098
254,475.5320891807944
255,474.79917758216516
256,559.7420573091043
257,581.2087067983255
258,485.5596605401993
259,556.2514319921584
260,454.4749436476138
261,450.90543533309886
262,510.6903903304962
263,477.8627631418964
264,531.9382874780531
265,504.6565354292442
266,561.5075809561873
267,488.22615064765506
268,465.520581647848
269,427.5104052713479
270,592.5861667863353
271,447.7264097831336
272,493.9266886316524
273,602.6118011171599
274,526.4250704447725
275,575.712910091939
276,467.2165526193381
277,588.4132304283969
278,498.8993637208754
279,547.6343203063885
280,552.2057192314483
281,512.770719781996
282,536.1992379076131
283,538.5996885941222
284,582.3390890138165
285,497.9983225984542
286,609.9588813075164
287,492.9727321183475
288,480.9027600989642
289,424.8117394747177
290,499.0194739297116
291,519.9154243024448
292,435.8624757128481
293,596.0825551229025
294,422.40677253095225
295,649.3277810306588
296,521.0208058854869
297,494.1470346609744
298,553.3077048346568
299,607.762701663273
300,584.2419282591425
301,463.82650292220956
302,492.6362611094837
303,603.7282181969639
304,533.2673490971601
305,566.9946533320226
306,526.2330901486973
307,625.6658974312835
308,542.8198158959448
309,566.6483470341611
310,604.5275786276418
311,605.7476401937456
312,405.5914625179985
313,450.64532558439896
314,563.5811485213898
315,658.1713621860333
316,476.5763371571459
317,528.0253917859284
318,467.434263538211
319,571.1747368456022
320,484.4384593864146
321,608.9044029778308
322,652.4554196743491
323,611.3804566438006
324,576.0630798902531
325,484.8262731285628
326,590.0232577114459
327,562.5449413995385
328,482.62151126519467
329,491.06466053187256
330,522.8447464928709
331,561.0946684556411
332,577.9370608769046
333,507.5203615196785
334,539.3046142397695
335,481.6671234110243
336,583.3107262368903
337,506.4187212155137
338,449.69009213771415
339,434.91204752053585
340,562.7402325479436
341,497.26700466349104
342,505.16443687409304
343,438.73791841466846
344,483.5745418211927
345,561.5769299248818
346,515.8265985201126
347,565.1587297306546
348,594.8329960761025
349,614.905942809696
350,532.4037776289256
351,559.4006552329067
352,557.5802541846997
353,573.5168572415027
354,579.084040311456
355,513.2435747859249
356,419.97945804987023
357,507.50277914942995
358,568.1316841190944
359,578.3664380520431
360,527.840439031696
361,489.0429980604613
362,591.9178743785642
363,488.88599892457694
364,587.4420423962871
365,505.483651764451
366,444.2817927741395
367,571.6251860042967
368,512.7150198814572
369,517.1438910536082
370,470.44973990241544
371,562.0203659709932
372,434.1872871301339
373,508.9580664718725
374,506.5247549397899
375,525.2202129704408
376,470.46780199848433
377,522.9906875938034
378,525.1348045319703
379,458.583722775939
380,467.14868318348005
381,492.3856185096747
382,414.636620685463
383,461.37926918595525
384,541.0918876088097
385,597.6541748557266
386,532.1954503850593
387,660.8402590973905
388,610.9525023957314
389,434.19713399425086
390,517.4090939044816
391,473.0854854505453
392,522.5747225541132
393,451.58079779829575
394,548.802286774102
395,447.7070716427777
396,606.5011234677943
397,430.12023982220364
398,574.2786540398772
399,597.7132077924728
400,433.9365760080002
401,524.5969987980254
402,543.0270540539001
403,499.05617345263954
404,581.6547489558113
405,462.585892163689
406,528.0594385630616
407,510.72255505802605
408,669.2806785388243
409,436.5514125072728
410,507.7795311435339
411,630.4258005441376
412,557.6137608356545
413,527.2411776528488
414,543.5801853995348
415,570.4321083855596
416,529.6718245124832
417,661.6836986681511
418,468.35060949983756
419,493.93084494203737
420,496.51900686270386
421,488.8709794267185
422,539.8072502920481
423,544.9462150498445
424,577.1177780589964
425,614.34402380768
426,582.4919951260094
427,549.2022171354558
428,545.066459143647
429,517.4197764765374
430,597.4480008351694
431,523.0211898055886
432,511.9767853073814
433,441.2659554749625
434,476.81576891596865
435,483.3448315880493
436,501.6704380726974
437,555.5598749108848
438,574.6059855122942
439,606.4024867008382
440,452.5400074064463
441,494.3438656269178
442,582.154409095668
443,456.80532361989094
444,544.5612930865602
445,522.8888662713276
446,494.8190995999365
447,585.3780292238187
448,520.6767333364111
449,559.3755078848301
450,514.4073949688616
451,506.29107741635175
452,499.67686167246353
453,517.3198930498359
454,639.9064200578803
455,440.7480559518834
456,499.06579386697035
457,584.9210644093378
458,535.0165085634244
459,520.5587475825807
460,524.1372541885651
461,550.3891910228258
462,467.0435662865319
463,489.3957043513748
464,513.5859773021089
465,537.494659794561
466,581.2277770734622
467,590.5799425001371
468,419.10969910582935
469,490.90439220418415
470,496.703350450651
471,519.3900471012489
472,568.5629913560429
473,569.0428246718836
474,545.7235408058327
475,474.0571574009182
476,510.4063572010908
477,454.523651175881
478,535.5645720395577
479,464.68273784232997
480,550.125672124878
481,451.45200127726474
482,516.515522838881
483,535.9948587939213
484,548.8972918641003
485,535.6023204009638
486,570.3026320212289
487,497.3100378503538
488,625.824042204555
489,568.3063178127767
490,556.0965852362519
491,485.2634128390862
492,463.485552842862
493,512.206001574191
494,480.5682214278005
495,496.2058729934464
496,608.3688800517481
497,553.5064550926675
498,623.2790577537601
499,524.1289053148471
500,551.6832621203143
501,504.6140481893857
502,465.33205629480574
503,519.7200120687949
504,535.712165156951
505,511.9422220546976
506,581.1848303255506
507,579.3016951547133
508,664.9461148478226
509,464.9696873582518
510,586.6915643888545
511,694.8480946389384
512,489.3380173562232
513,530.6015975814356
514,583.583101238039
515,593.0188157138966
516,444.75922329495285
517,480.5536900088341
518,558.6069706112175
519,511.82223293888075
520,502.3469032011782
521,508.4446801073348
522,553.7268859801457
523,426.796239338147
524,541.0469845072653
525,534.896773190795
526,637.4512425638485
527,561.5570985329232
528,533.0003404494825
529,492.33934870348753
530,475.5197417493019
531,553.4221343801029
532,648.2623246238322
533,589.3379607569669
534,561.7569430421968
535,521.4586877380175
536,472.7250360612958
537,447.4307081766463
538,492.85821611151374
539,452.77154469067267
540,582.1669708623169
541,674.7424541658728
542,539.4327135540509
543,646.5629406541605
544,517.3279476459745
545,443.8261676218594
546,520.5118116317705
547,459.1357876843313
548,594.1354085301209
549,522.8390725767874
550,542.2223978203623
551,609.5045360340577
552,518.2091203552784
553,608.845694242871
554,570.8763043470494
555,599.862171009186
556,531.2494169590476
557,572.3053998403378
558,469.3852242447858
559,492.33765427058154
560,455.62624953961233
561,613.1681016772644
562,524.4933232734984
563,504.28522696623315
564,515.8930491635092
565,543.7827333259183
566,501.9186233304375
567,530.6854500224324
568,679.2378743888571
569,554.7596926381921
570,494.69706203590164
571,580.6837757355886
572,604.9821131932017
573,465.15215554200114
574,537.4315516711333
575,544.625777011599
576,576.453244172696
577,590.4189718343059
578,536.5959077667433
579,677.5708584811689
580,469.62802158029285
581,502.4305816069577
582,584.6896952902232
583,544.9013412518663
584,605.5899046007574
585,600.9126962586545
586,635.6095440986219
587,455.98429305025957
588,501.78545521718104
589,554.377843966926
590,637.6855676019371
591,601.7829122021724
592,514.9504683442084
593,484.20326254663456
594,477.27814129318165
595,481.12015187211665
596,577.2794872861227
597,544.7359742284281
598,587.1549731001566
599,594.0401669755685
600,547.9121491190156
601,465.4384416366812
602,458.67557518833246
603,531.930939801833
604,501.0803238688296
605,500.5238116605494
606,535.568328952271
607,447.13005058345186
608,565.0273426040892
609,595.8367497864433
610,579.1339489166114
611,528.4046765394971
612,451.26663616219594
613,508.28605135502414
614,484.9087142471979
615,545.4680099890229
616,625.7916639795521
617,562.885570491596
618,476.7496681387777
619,458.31565537590177
620,436.60096962231034
621,491.3382203614534
622,463.1810615251709
623,539.9206657594514
624,482.84717833436684
625,561.7440393270008
626,448.96655527640354
627,545.6478980782467
628,510.41047960092357
629,516.7616407154949
630,525.8620208048976
631,546.8245415303413
632,501.1647066749448
633,509.9601031150499
634,537.1359393650705
635,581.3977239533932
636,537.9525745087017
637,494.4071994681119
638,623.1417150965829
639,630.1046489001504
640,510.05191806173343
641,561.4764543805833
642,547.3695589290899
643,474.96365769918947
644,484.7251681329876
645,470.1083784690733
646,581.9183004746855
647,533.3765972326167
648,477.62040532618295
649,471.4248072004585
650,560.2616715716064
651,564.9443310878078
652,538.0757551220609
653,545.2436336063133
654,561.6171909582639
655,579.2580772891067
656,562.9662162802299
657,489.1265202632299
658,460.8934721252309
659,558.6527207475718
660,493.68862952716455
661,553.9500665344794
662,504.10800247304405
663,626.0606845580296
664,548.6498313907992
665,594.5411376648731
666,505.65509441126324
667,625.3695573389678
668,559.1514326544506
669,527.2400495487138
670,464.05237854548915
671,658.735571821083
672,539.1349924601733
673,575.1590338043178
674,506.49056592388513
675,486.18460402101897
676,540.336921924411
677,498.8216844172345
678,559.4072295331204
679,536.9189074787466
680,501.28361349571867
681,475.9963718932546
682,469.1940039588603
683,611.9786834499191
684,489.4377577743501
685,594.2053944684724
686,495.44858586773597
687,517.7585551372613
688,485.9003399572116
689,581.590145395256
690,507.5687290921968
691,459.1708572523721
692,422.01409862198625
693,593.3208617955675
694,502.6687717790037
695,519.2630355743788
696,539.8909943838265
697,492.538691470421
698,614.5590736318759
699,574.3211634265258
700,538.3646684042585
701,562.9989144905887
702,608.7722161820839
703,523.4147968106711
704,571.115903211255
705,609.0604454082097
706,655.1104665898872
707,475.18949587092993
708,451.1086556695922
709,533.9630829923003
710,623.5744945577292
711,492.0621754346844
712,454.2900041111908
713,515.9859917130016
714,574.6166577859865
715,501.1736772072743
716,488.5108181997536
717,458.9441497803499
718,531.3960687811822
719,556.3362538450842
720,523.3489552019266
721,519.6905982028752
722,515.3662040124702
723,459.1509459056836
724,481.7796226197238
725,654.2003889499862
726,439.0501923727336
727,520.691564989804
728,541.4468846687935
729,627.788843575702
730,473.538029253431
731,509.4665400843096
732,564.7745697500782
733,502.82780837325873
734,642.1413293268927
735,560.3679442277991
736,614.5537998738791
737,588.6177424120474
738,649.4231487222744
739,521.2649810102293
740,523.8461433749159
741,542.7729987401715
742,481.31288723926457
743,475.30379779361874
744,532.5901720138716
745,566.9454018873741
746,614.2214848536095
747,472.8408138283637
748,581.9961216307568
749,470.32630095406336
750,516.7711351946087
751,481.38251881421036
752,544.5121767094183
753,536.748748169112
754,450.5953218860336
755,540.9842898136658
756,540.4201905546685
757,565.2560835047643
758,625.9758914495598
759,597.3709933682949
760,605.0021743282889
761,592.8683279068749
762,528.5278715613093
763,520.8176147063896
764,515.6467232741088
765,558.8174817925961
766,486.8858268859981
767,504.64734218130627
768,562.590687415015
769,550.4621974283715
770,470.581966156281
771,436.96096445772736
772,555.8419061568686
773,532.0734001738581
774,571.5245922753177
775,589.4054289917681
776,508.37648518349
777,535.7731238336796
778,630.2390868702679
779,504.6671386427196
780,491.7266385768102
781,492.0541405601383
782,552.6005187758897
783,524.6313868986354
784,547.7484171305114
785,475.5808654633136
786,527.6919393926192
787,467.46195946965497
788,535.741169935829
789,493.0904172132893
790,503.9268877680622
791,586.8258497061331
792,496.9130392475008
793,463.68816632872574
794,614.3004133123322
795,571.4538457323225
796,512.3214836438094
797,553.4478060325349
798,628.2401693969002
799,514.9473941154876
800,531.3083834416727
801,591.5209416345051
802,529.2326233058241
803,441.6118715876617
804,465.1810534858023
805,631.4869270712668
806,494.05384101284426
807,517.7351254923109
808,559.1828262952375
809,510.7965842508054
810,536.9407422188219
811,627.3106742810512
812,559.6236670629154
813,470.5976880912424
814,642.0561997247521
815,534.8057116051816
816,577.9236699957203
817,527.9549117350844
818,446.59139606116963
819,483.0007090121621
820,494.77257866184607
821,535.1633009945472
822,474.22280064929816
823,515.9339358861055
824,559.3678109831603
825,484.06589844358064
826,268.819442458201
827,489.9128709154941
828,574.5588125283056
829,480.85605873205856
830,485.7927983707535
831,481.9809489193873
832,566.3060170063029
833,528.2139463160806
834,465.1751236203648
835,487.2199747145222
836,610.766820892459
837,558.5645146800528
838,447.6889732129632
839,565.9148598399751
840,512.4073009247063
841,571.9406244795717
842,629.1601728965827
843,621.6917593328219
844,651.2492290537627
845,570.7151596938553
846,481.94846012597804
847,562.9363184453673
848,498.7156494364168
849,424.7776641281306
850,522.6854665620001
851,452.56255705072556
852,595.244677207875
853,429.13801721560174
854,517.6212279989197
855,580.9961964093334
856,539.2422191361186
857,469.7792618912464
858,431.4546496711984
859,558.1978031118971
860,598.6828908479289
861,481.371387740493
862,593.2920037966118
863,593.3508374317033
864,520.4760649836393
865,541.6219709558501
866,500.6983780530903
867,521.9945238789799
868,532.8701683301753
869,503.322934795479
870,550.0936925504349
871,466.4166653584034
872,494.1938956653702
873,635.1723631179356
874,594.7049423385013
875,431.4396558854685
876,497.5905738580894
877,550.0164638028259
878,597.8481021696175
879,655.0758434944771
880,519.1977100837544
881,566.9298576699354
882,527.9399008328938
883,460.0470544928693
884,555.8355490931615
885,511.53118146946815
886,491.16663488699066
887,499.59537801013084
888,497.1297186229436
889,585.2469215504507
890,524.7689827551491
891,496.599482968514
892,500.3641214463936
893,568.0540770658674
894,585.2284223465151
895,438.0824059619361
896,495.99768049516615
897,536.1959545620268
898,590.5197396481674
899,466.8396664653245
900,638.4877993161266
901,460.92447927361275
902,471.1975167039154
903,530.0927879049525
904,473.5559474330809
905,475.5193552234793
906,450.22242181064576
907,519.2541628527962
908,560.2949880286005
909,484.5917315860135
910,623.6103094864368
911,574.4796365869379
912,536.3079108819827
913,432.8314547860928
914,430.7346108059844
915,507.95440497991314
916,510.2209412201158
917,537.7396691299522
918,626.2404763512113
919,534.1010643053119
920,627.2909280056671
921,516.6394042938889
922,476.7341872477574
923,553.868804611531
924,551.5157833105145
925,523.5729557001187
926,589.4360066663604
927,586.7790134011691
928,502.7247481273448
929,453.5499616497224
930,534.7395792523454
931,694.0847736792463
932,594.2786298605206
933,556.5297784644017
934,533.8488188378308
935,524.8508819999964
936,551.0677094509854
937,472.95638998853946
938,642.975743029957
939,599.8638918146124
940,437.89611760635296
941,531.7532035398731
942,588.2396784836217
943,503.7480592455971
944,460.1525592422538
945,529.8920835184192
946,495.5810917555568
947,529.4304980730309
948,612.3104199378979
949,597.3298408356204
950,611.9685197622222
951,575.9352730234773
952,500.4746820880866
953,467.99275248679805
954,454.60403643103734
955,511.10481332254153
956,566.2714573465196
957,550.187310920717
958,629.843723919368
959,511.2315795933024
960,508.77511017230654
961,529.4989839130699
962,512.0936090929008
963,515.4974129766849
964,461.9261813813332
965,465.33469664879703
966,551.6352974334897
967,562.2308105557398
968,448.0219399245262
969,444.5164802504536
970,552.2683186872976
971,512.4639208708472
972,535.3115853104811
973,425.5297001366016
974,506.4991289286396
975,604.3650776932498
976,520.7489385104352
977,508.18518106199804
978,513.3083518253356
979,594.4811792501732
980,549.8173400177193
981,448.15498980920347
982,559.5959279526445
983,482.9887489634899
984,456.0200146524101
985,547.7466460774722
986,603.4604871272905
987,534.6823750891139
988,545.527555223995
989,506.19270869984257
990,551.0154887421721
991,509.2587181684915
992,555.4901797280952
993,519.2890538662384
994,532.8815094719084
995,616.450787253213
996,547.9463233099567
997,532.887483168706
998,448.5166063382151
999,529.1110447260389
1000,576.5495110150437
1001,538.5348480292838
1002,564.3471799052795
1003,493.3141945298902
1004,623.0436901419357
1005,495.9214537723872
1006,472.3746663405561
1007,428.41627269911135
1008,568.4220917433435
1009,531.0369530907974
1010,646.7968589512251
1011,530.5193759793228
1012,584.002277213154
1013,553.9114058297054
1014,564.5858142539523
1015,522.3538302356783
1016,537.5986471255936
1017,494.9259850601507
1018,439.44480132748515
1019,583.3392311470147
1020,541.6653406525643
1021,534.1846637488181
1022,638.3839626299387
1023,498.2642400936984
1024,549.4555393274736
1025,462.9340494729933
1026,504.5903402375866
1027,567.239197554818
1028,558.7276948097333
1029,462.6911738521493
1030,493.2456803707162
1031,499.1820020425823
1032,592.5526645282433
1033,477.6741623304913
1034,606.7143714590425
1035,538.129824199682
1036,475.33539723393704
1037,565.1945502531424
1038,577.2709944745601
1039,550.6125827764579
1040,612.7977660938127
1041,455.12604914862106
1042,616.2306547019051
1043,485.05327475015673
1044,453.675038355734
1045,525.0520820404299
1046,603.334096869147
1047,508.60252149083715
1048,473.6261283981802
1049,528.5566707787344
1050,655.5952605364091
1051,469.86125880497417
1052,490.0918441818508
1053,467.2561143389794
1054,478.57396777731464
1055,576.6232744614097
1056,585.8198379350604
1057,519.0962140278458
1058,588.2393462800537
1059,495.23827435623105
1060,564.5727672048979
1061,455.0436275654399
1062,581.4912155261683
1063,531.11696221781
1064,585.6719987239412
1065,577.9990315860906
1066,593.8848833624363
1067,517.758345078671
1068,517.0277269337012
1069,462.9951965064945
1070,560.9961192046013
1071,477.68719106221977
1072,554.8596977525698
1073,506.9396279497567
1074,568.892998148495
1075,488.5167888975003
1076,532.2381464458844
1077,467.118102611993
1078,550.9797646170236
1079,556.6100019265185
1080,533.1607710426518
1081,545.4388480630575
1082,465.8936128614371
1083,572.0649804787529
1084,491.83728583236797
1085,536.7319925999659
1086,543.1910200599397
1087,672.6293154919356
1088,516.2672754042262
1089,623.7408114178547
1090,457.10881824462854
1091,651.3318229091674
1092,442.12610818582493
1093,590.3042674751697
1094,539.316460849147
1095,501.6270827435147
1096,471.8302665024926
1097,517.6825938848255
1098,575.2753008923974
1099,582.3423226942217
1100,541.464703246126
1101,503.9602323425116
1102,577.0296053378972
1103,558.5727707891493
1104,593.2956707195094
1105,496.43690438612214
1106,486.8548516582331
1107,474.84307216246964
1108,492.96174092755746
1109,498.8144338311485
1110,553.2321807957106
1111,562.5715817484502
1112,629.7821671356849
1113,489.3433536732493
1114,495.71371227934856
1115,517.0394766957381
1116,548.5859521133307
1117,525.1823617927575
1118,535.6928845438174
1119,471.50834507827693
1120,650.8093984970724
1121,450.67016808237804
1122,445.5976215547049
1123,457.01311640941935
1124,549.2061975777247
1125,485.6940640318585
1126,534.4827999003658
1127,541.8646716859938
1128,587.0693095369272
1129,656.645561300687
1130,571.1790620668112
1131,635.7808454506618
1132,579.5599898106834
1133,578.3912812633052
1134,570.4118953788039
1135,447.4635441013578
1136,540.0778807300155
1137,619.3344175346388
1138,584.6535322298198
1139,506.1185074250491
1140,522.7693613212259
1141,585.4279987618688
1142,481.90187443572853
1143,463.09114070437374
1144,593.8511596587884
1145,546.7877266144529
1146,595.4977149700012
1147,524.7865031452031
1148,508.7031887345938
1149,482.1167283998377
1150,575.8929300918896
1151,471.37618345202986
1152,568.4867495457041
1153,518.1087866288851
1154,637.5467859108571
1155,516.9558516767183
1156,608.5409810585065
1157,651.3278794127193
1158,556.4252870596772
1159,515.9937675105168
1160,479.5439923030467
1161,530.2860615579951
1162,539.3383349748691
1163,511.6293893428439
1164,566.7777880903651
1165,566.804793239842
1166,528.7515552330439
1167,485.5640896381214
1168,488.26598437655207
1169,481.07792732339226
1170,518.2399924615455
1171,535.6154045276385
1172,526.3919702238652
1173,559.1705062894835
1174,540.6258234110325
1175,525.8799041343372
1176,485.80538440655346
1177,475.50974109152355
1178,458.6502197375277
1179,573.7839826937002
1180,457.7194085731851
1181,494.4133631637384
1182,562.6331407428066
1183,564.712685530409
1184,500.77632992283793
1185,611.7505022623529
1186,502.98900711059247
1187,417.1578028516899
1188,525.4414441298345
1189,588.8335868896207
1190,495.86995600839566
1191,491.9394617908749
1192,572.8703166410252
1193,533.2041278830205
1194,483.5471158438895
1195,485.9579943510105
1196,589.9785018760061
1197,521.2800502522555
1198,577.2705693877891
1199,443.6922119496889
1200,453.6966400071543
1201,462.74008269158014
1202,468.9073783186084
1203,587.0184532984246
1204,514.53618496018
1205,466.3545955878993
1206,611.0718950111441
1207,468.3529392385708
1208,560.3676889973653
1209,448.0090877973005
1210,508.7051648970392
1211,568.6924561309472
1212,672.3415759954837
1213,566.1350570262605
1214,548.0494808803574
1215,512.3195333331771
1216,489.15823859855226
1217,527.760953627337
1218,480.6438900882529
1219,510.0757385254982
1220,575.4021254361959
1221,583.6710265807159
1222,515.5124731073431
1223,564.0427129702255
1224,465.2509804464289
1225,457.84738012438345
1226,433.0267237812709
1227,554.4011371396655
1228,536.5998609416431
1229,623.6541938775232
1230,574.8079924147617
1231,514.0821734526444
1232,500.1232835487866
1233,542.7062794605042
1234,510.51963069743
1235,550.7861510552641
1236,520.4041850850559
1237,599.1198355781845
1238,511.29442936005637
1239,528.2482285038428
1240,442.62187271132143
1241,475.90301839877344
1242,458.2913649876798
1243,489.2875881126294
1244,500.13571796021836
1245,499.56927924495244
1246,449.84390389044916
1247,502.08309241997125
1248,559.6148613850925
1249,441.1279830989312
1250,606.9159960385704
1251,527.7597153361659
1252,543.3093684537639
1253,515.1493615688098
1254,444.3899189308037
1255,558.1015353146586
1256,598.6156799513863
1257,440.652581733212
1258,574.8316166873232
1259,553.0628216506764
1260,658.7101097426995
1261,577.1050284304829
1262,478.3967902134819
1263,435.60361457533776
1264,516.9069033532988
1265,545.5727629295852
1266,500.46150029771997
1267,458.82996889504113
1268,529.9750013080848
1269,530.2425785168987
1270,522.3127619662396
1271,511.4705981804487
1272,525.6336943612731
1273,500.1007056005644
1274,566.4792862058753
1275,484.31933918238326
1276,549.3445040243219
1277,617.1061765621148
1278,579.7662457208963
1279,587.6330571583143
1280,443.6915295882835
1281,672.6769541258343
1282,522.8552430300283
1283,505.469736627962
1284,439.7276191254527
1285,568.6185249933113
1286,446.2153589658861
1287,440.74663617433487
1288,495.6353928696516
1289,491.7152584819178
1290,480.19750930169846
1291,461.7334399914881
1292,469.0807705693992
1293,630.819338380321
1294,553.3834001902686
1295,539.7183073145563
1296,593.3644889858323
1297,530.926783554392
1298,511.39241643136916
1299,512.9241942078472
1300,496.882704844245
1301,436.8853472216982
1302,579.8963326642679
1303,439.24602364152497
1304,518.3621922187414
1305,527.761313966419
1306,569.7301647247973
1307,509.89458819359095
1308,561.3567219773092
1309,505.13489407253167
1310,408.56151365145195
1311,568.1181713706205
1312,502.9323022605116
1313,503.1543485492798
1314,531.5359398473429
1315,460.9384749369009
1316,578.537200947412
1317,657.4112298117191
1318,450.6406478977375
1319,468.3812044732149
1320,532.6303200215921
1321,521.8938163441059
1322,595.9374206554812
1323,484.1849094903948
1324,473.17524590743653
1325,558.0313743343003
1326,455.8278490810813
1327,461.86637604050094
1328,588.5037086257146
1329,531.327086045986
1330,471.1174606386363
1331,520.4374421888617
1332,536.5887605025385
1333,443.76241801422293
1334,544.438122324614
1335,484.51493396798367
1336,507.35749530514977
1337,442.0765503286975
1338,663.094774348797
1339,578.9843762131744
1340,617.6839397207935
1341,451.31876537954753
1342,582.7670200149089
1343,508.6069656678781
1344,439.91933649173734
1345,670.8775948135149
1346,639.495014298137
1347,544.0250986270055
1348,501.1189015415587
1349,591.6794289603105
1350,483.4074453994752
1351,582.7262935057747
1352,592.6085131714996
1353,601.615083677915
1354,470.55989542609734
1355,463.3275857953422
1356,515.9733705673505
1357,644.8672505037619
1358,559.8681718646947
1359,497.0418470317379
1360,489.65312348922293
1361,564.3908591948333
1362,590.777896228243
1363,512.526252055678
1364,583.2175315306201
1365,520.2906982301952
1366,461.50315843053227
1367,565.7015301354734
1368,612.848009089988
1369,448.90195328253304
1370,616.1787148163537
1371,470.1305302874764
